clavecct,nombrecct,domicilio,numext,entrecalle,ycalle,callepost,codpost,colonia,ncolonia,localidad,municipio,entidad,ambito,longitud,latitud,turno,nturno,tipo,ntipo,nivel,nnivel,subnivel,nsubnivel,servicio,nservicio,control,ncontrol,subcontrol,nsubcontrol,sostenimiento,nsostenimiento
05DPR1443T,"PROF. RAFAEL RAMÍREZ CASTAÑEDA","GUADALAJARA 800","",MANILA,"AVENIDA SAN JOSÉ","",25748,"","",0001,018,05,URBANO,-101.394795,26.924759,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1444S,LIBERTAD,"MORQUECHO Y CALLE 3","",24,26,"",25740,"","",0001,018,05,URBANO,-101.393651,26.917856,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1446Q,"PROFA. SARA RENDON GARCÍA","ALLENDE Y TACUBA NÚM. 701","",ALLENDE,MORELOS,"",25620,"","",0001,010,05,URBANO,-101.453044,26.940379,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1447P,"RAMÓN  LÓPEZ VELARDE","LUIS PASTEUR NÚM. 1425","","BENJAMIN FRANKLIN","FLORES MAGÓN","",25716,"","",0001,018,05,URBANO,-101.436664,26.926078,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1448O,"RAFAEL RAMÍREZ","COLONIA EL PACIFICO","","AVENIDA PRINCIPAL","AVENIDA PRINCIPAL","",27470,"","",0303,017,05,RURAL,-103.328333,25.470833,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1449N,"REDENCIÓN AGRARIA","27 DE NOVIEMBRE  SN",SN,"27 DE NOVIEMBRE",MORELOS,"",27120,"","",0001,035,05,URBANO,-103.423181,25.574317,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1451B,"NIÑOS HÉROES","FRANCISCO JAVIER MINA 1204","","JESÚS MA. BARRERA","CATALINA GONZÁLEZ","",25870,"","",0001,006,05,URBANO,-101.443933,26.792954,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1457W,"LEONILA GIAMATTEI RAMOS","BERNARDO COBOS 150","","RICARDO FLORES MAGÓN","BLAS CHUMACERO","",27059,"","",0001,035,05,URBANO,-103.378898,25.552369,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1462H,"NIÑOS HÉROES",CONOCIDO,"","","","",27962,"","",0218,033,05,RURAL,-102.958889,25.721111,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1463G,"NARCIZO MENDOZA","BOULEVARD LAGUNA SUR SN",SN,"ENTRE PRIMERA  INTERNACIONAL","Y HÉROES DE CANANEA","",27390,"","",0001,035,05,URBANO,-103.414027,25.499324,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1464F,"ADOLFO LÓPEZ MATEOS","DEL BOSQUE 100","","CASA DE LA CULTURA","DEPARTAMENTO DE ECOLOGIA","",26172,"","",0001,022,05,URBANO,-100.75715,28.432636,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1465E,"EMILIANO ZAPATA",CONOCIDO,"","","","",27682,"","",0007,007,05,RURAL,-102.279722,26.319167,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1468B,"GENERAL ÁLVARO OBREGÓN",CONOCIDO,"","","","",26643,"","",0162,012,05,RURAL,-100.45508,28.513028,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1469A,"ESCUELA DE EDUCACIÓN PRIMARIA","TORRE DE BABEL 170","","TORRE DEL GRECO","AVENIDA LA TORRE","",25017,"","",0001,030,05,URBANO,-100.933317,25.414913,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1480X,"LIBERTAD Y PROGRESO",CONOCIDO,"","","","",27940,"","",0024,033,05,RURAL,-103.162578,25.914439,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1487Q,"VITO ALESSIO ROBLES","AVENIDA SEPTIMA E ING. RAYMUNDO DEL BOSQUE","","AVENIDA SEPTIMA","AVENIDA NOVENA","",25100,"","",0001,030,05,URBANO,-101.002384,25.465666,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1488P,"HÉROES DE LA INDEPENDENCIA","BOULEVARD MIGUEL HIDALGO NÚM. 692","","CALLE 30","CALLE 40","",25096,"","",0001,030,05,URBANO,-100.984881,25.387852,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1489O,"JOSÉ MA PINO SUÁREZ","CALZADA TORREON 226","",SALTILLO,MONCLOVA,"",27055,"","",0001,035,05,URBANO,-103.370709,25.552544,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1490D,"JOSÉ MA PINO SUÁREZ","CALZADA TORREON 226","",SALTILLO,MONCLOVA,"",27055,"","",0001,035,05,URBANO,-103.371069,25.553161,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1491C,"JOSÉ VASCONCELOS","CALLE ÑADO S/N","","CALZADA VALLE ORIENTE","CALZADA LAS AMÉRICAS","",27277,"","",0001,035,05,URBANO,-103.360973,25.52751,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1492B,"OTILIO E. MONTAÑO","AVENIDA TORREON","",HERMOSILLO,ENSENADA,"",27297,"","",0001,035,05,URBANO,-103.405302,25.501816,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1493A,"NARCISO MENDOZA","EJIDO SEIS DE OCTUBRE","","","","",27918,"","",0001,009,05,URBANO,-103.267038,25.762677,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1494Z,"CATORCE DE MARZO","CALZADA DE LA PAZ 306","",TEXCOCO,TLALPAN,"",27030,"","",0001,035,05,URBANO,-103.411465,25.549092,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1500U,"JOSÉ VASCONCELOS","CALLE ÑADO S/N","","CALZADA VALLE ORIENTE","CALZADA LAS AMÉRICAS","",27277,"","",0001,035,05,URBANO,-103.360532,25.527511,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1503R,"JUAN ESCUTIA","EJIDO ALTO DE PALOMILLO","","EJIDO ALTO DE PALOMILLO","EJIDO ALTO DE PALOMILLO","",27489,"","",0050,036,05,RURAL,-103.202832,25.27278,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1505P,"JOSÉ JOAQUIN FERNANDEZ DE LIZARDI","JUPITER 697","",JANO,FEBE,"",25115,"","",0001,030,05,URBANO,-101.020326,25.459856,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1506O,"CINCO DE FEBRERO","CALLE 11 S/N",SN,26,36,"",25097,"","",0001,030,05,URBANO,-100.984086,25.392873,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1507N,"SOR JUANA INÉS DE LA CRUZ","HERMANOS WRIGTH NÚM. 100","",AERONAUTICA,HELIPUERTO,"",25618,"","",0001,010,05,URBANO,-101.452184,26.951296,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1508M,"QUINCE DE MAYO","CARMELINO DELGADO SN",SN,"LORENZO BLANCO","SIMÓN SILLER","",25086,"","",0001,030,05,URBANO,-101.010221,25.38601,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1510A,"RAMÓN  MÉNDEZ GONZÁLEZ","OLIVOS 1220","",LAURELES,EUCALIPTO,"",25016,"","",0001,030,05,URBANO,-100.930989,25.421341,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1514X,"EMILIO CARRANZA","OBRERO MUNDIAL N° 211","","CALLE NUEVA","LEY FEDERAL DEL TRABAJO","",25900,"","",0001,027,05,URBANO,-100.942753,25.551838,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1515W,"CENTRO DE EDUCACIÓN INTEGRAL VICENTE SUÁREZ","FELIPE BERRIOZABAL SN",SN,"RAMOS ARIZPE","CARLOS PACHECO","",25000,"","",0001,030,05,URBANO,-101.017237,25.423052,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1516V,"JOSÉ VASCONCELOS","CALLE 2 S/N",SN,"CALLE 32","CALLE 33","",25155,"","",0001,030,05,URBANO,-101.033297,25.425916,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1517U,"GENERAL IGNACIO ZARAGOZA","SANTOS DEGOLLADO 455","","SANTOS DEGOLLADO Y","ÁLVARO OBREGÓN","",26289,"","",0001,002,05,URBANO,-100.94932,29.304907,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1518T,"JOSÉ GARCÍA RODRÍGUEZ","CALLE VEINTISIETE Y VEINTINUEVE 1400","","CALLE 27","CALLE 29","",25740,"","",0001,018,05,URBANO,-101.398866,26.905146,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1520H,"PLAN DE SAN LUIS","PILAR RIOJA  NÚM. 10","","BOULEVARD ELSA HERNÁNDEZ","MARGARITA GUERRERO","",27088,"","",0001,035,05,URBANO,-103.372543,25.543354,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1521G,"ACTIVO 20 30","PROL- BOULEVARD INDEPENDENCIA NÚM. 2015","","PUENTE DE LA PERLA","18 DE MARZO","",27180,"","",0001,035,05,URBANO,-103.472067,25.54122,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1522F,"RAFAEL RAMÍREZ CASTAÑEDA","LAZARO CARDENAS","",HIDALGO,VERACRUZ,"",27987,"","",0001,024,05,URBANO,-102.158379,25.439542,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1523E,"MANUEL AVILA CAMACHO",CONOCIDO,"","","","",25925,"","",0290,027,05,RURAL,-101.139444,25.918611,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1524D,"5 DE MAYO DE 1862","SANTANDER NÚM. 224","",ASTURIAS,"LA PLAZA","",25107,"","",0001,030,05,URBANO,-100.993165,25.478906,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1525C,"ARTÍCULO TERCERO CONSTITUCIONAL","FRANCISCO L. URQUIZO","","MAURICIO MAGDALENO","CARLOS PEREIRA","",25120,"","",0001,030,05,URBANO,-101.018838,25.455072,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1527A,"FIDENCIO FLORES GÓMEZ","GUILLERMO SÁNCHEZ RENTERIA SN",SN,"IGNACIO COMONFORT","ARIZPE Y RAMOS","",25900,"","",0001,027,05,URBANO,-100.958835,25.559236,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1529Z,"MARGARITA MAZA DE JUÁREZ","DEGOLLADO S/N NORESTE",SN,"RIO DE LA PLATA","RIO MISSISSIPI","",26769,"","",0001,028,05,URBANO,-101.107164,27.840306,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1530O,"JOSEFA ORTIZ DE DOMÍNGUEZ","LIBRAMIENTO ORIENTE JOSÉ DE LAS FUENTES RODRÍGUEZ","","PRIVADA CEDROS",NOGAL,"",26299,"","",0001,002,05,URBANO,-100.920931,29.317827,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1532M,"RICARDO FLORES MAGÓN","LA PRESA DE GENTY","","LA PRESA DE  GENTY","LA PRESA DE  GENTY","","","","",0079,036,05,RURAL,-102.900278,24.8475,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1534K,"AMADO NERVO","SAN ESTEBAN 136","","SAN JOSÉ","SAN PABLO","",25015,"","",0001,030,05,URBANO,-100.950951,25.402859,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1535J,"ALFONSO N. URUETA CARRILLO","CALLE COAHUILA","","LUCRECIA DE MONTEMAYOR","20 DE NOVIEMBRE","",27905,"","",0001,009,05,URBANO,-103.266537,25.766775,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1536I,"JOSÉ VASCONCELOS","GASODUCTO S/ N","","6 DE OCTUBRE","LAZARO CARDENAS","",27906,"","",0001,009,05,URBANO,-103.272756,25.763324,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1537H,"MELCHOR MUZQUIZ","FELIPE ÁNGELES","","EDUARDO DECARET","20 DE NOVIEMBRE","",27449,"","",0001,017,05,URBANO,-103.237543,25.539318,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1538G,"PROFA. AMELIA CASAS ÁLVAREZ","AVENIDA PROLONGACIÓN PRESIDENTE CARRANZA NÚM. 405","","CALLE 69","CALLE 70","",27084,"","",0001,035,05,URBANO,-103.359638,25.535367,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1539F,"LAZARO CARDENAS","AVENIDA BENITO JUÁREZ S/N","",JILGUEROS,ALONDRAS,"",27275,"","",0001,035,05,URBANO,-103.432716,25.538079,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1540V,"JOSÉ JOAQUIN FERNANDEZ DE LIZARDI","JUPITER 697","",JANO,FEBE,"",25115,"","",0001,030,05,URBANO,-101.020326,25.459856,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1541U,"ESCUELA DE EDUCACIÓN PRIMARIA","MISION DE SAN ANDRÉS 794","","SAN AGUSTÍN","MISION DE LA CRUZ","",25016,"","",0001,030,05,URBANO,-100.953472,25.408544,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1542T,"ADOLFO LÓPEZ MATEOS","DEL BOSQUE 100","","CASA DE LA CULTURA","DEPARTAMENTO DE ECOLOGIA","",26172,"","",0001,022,05,URBANO,-100.75715,28.432636,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1543S,"LEONA VICARIO","JOSÉ CASTALDI NÚM. 3300","","CARRETERA A CANDELA","HAROLD R. PAPE","",25747,"","",0001,018,05,URBANO,-101.386401,26.930237,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1544R,"LEONA VICARIO","JACARANDAS SN",SN,SAUCES,CAMELIAS,"",25192,"","",0001,030,05,URBANO,-101.032306,25.400007,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1545Q,CUITLAHUAC,"AVENIDA REGENERACIÓN NÚM. 725","","PRAXEDIS  GUERRERO","FERNANDO  PALOMARES","",25070,"","",0001,030,05,URBANO,-101.025986,25.38883,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1546P,"RICARDO FLORES MAGÓN","EMILIANO ZAPATA 740 SUR","","RICARDO FLORES MAGÓN","FERNANDO MONTES DE OCA","",26237,"","",0001,002,05,URBANO,-100.988873,29.33396,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1547O,"BENITO JUÁREZ","JESÚS VALDÉS NÚM. 809","","OSCAR FLORES TAPIA","BRAÚLIO FERNANDEZ AGUIRRE","",26239,"","",0001,002,05,URBANO,-100.98032,29.342153,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1548N,"ARTÍCULO TERCERO CONSTITUCIONAL","FRANCISCO L. URQUIZO","","MAURICIO MAGDALENO","CARLOS PEREIRA","",25120,"","",0001,030,05,URBANO,-101.019057,25.455037,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1549M,"AMADO NERVO","SAN ESTEBAN 136","","SAN JOSÉ","SAN PABLO","",25015,"","",0001,030,05,URBANO,-100.951194,25.40279,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1550B,"RAMÓN  MÉNDEZ GONZÁLEZ","OLIVOS 1220","",EUCALIPTO,LAURELES,"",25016,"","",0001,030,05,URBANO,-100.930898,25.421367,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1551A,"EMILIO CARRANZA","OBRERO MUNDIAL N° 211","","CALLE NUEVA","LEY FEDERAL DEL TRABAJO","",25900,"","",0001,027,05,URBANO,-100.941997,25.552052,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1554Y,"MIGUEL HIDALGO Y COSTILLA","EJIDO LA LIBERTAD","","SIN NOMBRE","SIN NOMBRE","",27450,"","",0351,017,05,RURAL,-103.248963,25.733605,1,MATUTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1555X,"QUINCE DE MAYO","CARMELINO DELGADO SN",SN,"LORENZO BLANCO","SIMÓN SILLER","",25086,"","",0001,030,05,URBANO,-101.010135,25.386203,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1558U,"OTILIO E. MONTAÑO","AVENIDA TORREON","",HERMOSILLO,ENSENADA,"",27297,"","",0001,035,05,URBANO,-103.405152,25.501721,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1562G,"ADOLFO PRIETO","AVENIDA OLIMPO","",POSEIDON,ULISES,"",27603,"","",0025,034,05,URBANO,-103.791674,28.040938,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1563F,"LEONA VICARIO","JACARANDAS SN",SN,SAUCES,CAMELIAS,"",25192,"","",0001,030,05,URBANO,-101.032306,25.400007,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
05DPR1564E,"MARGARITA MAZA DE JUÁREZ","DEGOLLADO S/N NORESTE",SN,"RIO DE LA PLATA","RIO MISSISSIPI","",26769,"","",0001,028,05,URBANO,-101.107323,27.840492,2,VESPERTINO,1,"EDUCACION BASICA",12,PRIMARIA,004,"PRIMARIA GENERAL",21,"PRIMARIA GENERAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
